"Step","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_9_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_9_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_9_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_8_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_8_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_8_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_7_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_7_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_7_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_6_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_6_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_6_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_5_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_5_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_5_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_4_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_4_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_4_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_3_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_3_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_3_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_2_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_2_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_2_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_1_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_1_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_1_contcorrect_True - diversity__MAX"
"21","40.57910919189453","40.57910919189453","40.57910919189453","39.06476974487305","39.06476974487305","39.06476974487305","35.85423278808594","35.85423278808594","35.85423278808594","40.15385437011719","40.15385437011719","40.15385437011719","41.60569763183594","41.60569763183594","41.60569763183594","38.267826080322266","38.267826080322266","38.267826080322266","40.32198715209961","40.32198715209961","40.32198715209961","40.25731658935547","40.25731658935547","40.25731658935547","38.277870178222656","38.277870178222656","38.277870178222656"
"25","40.897891998291016","40.897891998291016","40.897891998291016","42.564605712890625","42.564605712890625","42.564605712890625","37.83033752441406","37.83033752441406","37.83033752441406","41.205535888671875","41.205535888671875","41.205535888671875","41.880794525146484","41.880794525146484","41.880794525146484","38.71588897705078","38.71588897705078","38.71588897705078","40.82373046875","40.82373046875","40.82373046875","41.38270568847656","41.38270568847656","41.38270568847656","38.01351547241211","38.01351547241211","38.01351547241211"
"26","40.43903350830078","40.43903350830078","40.43903350830078","43.95307159423828","43.95307159423828","43.95307159423828","38.502967834472656","38.502967834472656","38.502967834472656","40.496864318847656","40.496864318847656","40.496864318847656","42.41654586791992","42.41654586791992","42.41654586791992","38.58257293701172","38.58257293701172","38.58257293701172","40.78663635253906","40.78663635253906","40.78663635253906","42.36402893066406","42.36402893066406","42.36402893066406","37.27119064331055","37.27119064331055","37.27119064331055"
"27","40.97032928466797","40.97032928466797","40.97032928466797","45.49753952026367","45.49753952026367","45.49753952026367","38.82162857055664","38.82162857055664","38.82162857055664","40.8703498840332","40.8703498840332","40.8703498840332","42.05541229248047","42.05541229248047","42.05541229248047","38.5062141418457","38.5062141418457","38.5062141418457","40.99238586425781","40.99238586425781","40.99238586425781","43.01934051513672","43.01934051513672","43.01934051513672","36.8416748046875","36.8416748046875","36.8416748046875"
"33","41.115196228027344","41.115196228027344","41.115196228027344","49.12655258178711","49.12655258178711","49.12655258178711","40.5078125","40.5078125","40.5078125","41.852142333984375","41.852142333984375","41.852142333984375","42.5150146484375","42.5150146484375","42.5150146484375","39.69538116455078","39.69538116455078","39.69538116455078","41.756858825683594","41.756858825683594","41.756858825683594","46.80229568481445","46.80229568481445","46.80229568481445","42.090538024902344","42.090538024902344","42.090538024902344"
"34","41.007572174072266","41.007572174072266","41.007572174072266","49.296180725097656","49.296180725097656","49.296180725097656","40.57722091674805","40.57722091674805","40.57722091674805","42.159706115722656","42.159706115722656","42.159706115722656","43.524261474609375","43.524261474609375","43.524261474609375","39.90763473510742","39.90763473510742","39.90763473510742","41.84003829956055","41.84003829956055","41.84003829956055","46.72733688354492","46.72733688354492","46.72733688354492","42.39863586425781","42.39863586425781","42.39863586425781"
"35","41.47577667236328","41.47577667236328","41.47577667236328","49.11351013183594","49.11351013183594","49.11351013183594","41.15262985229492","41.15262985229492","41.15262985229492","41.72719192504883","41.72719192504883","41.72719192504883","44.238521575927734","44.238521575927734","44.238521575927734","40.5755729675293","40.5755729675293","40.5755729675293","41.77914810180664","41.77914810180664","41.77914810180664","47.14353942871094","47.14353942871094","47.14353942871094","42.354217529296875","42.354217529296875","42.354217529296875"
"36","41.168426513671875","41.168426513671875","41.168426513671875","48.319061279296875","48.319061279296875","48.319061279296875","40.66801452636719","40.66801452636719","40.66801452636719","42.04854965209961","42.04854965209961","42.04854965209961","45.34110641479492","45.34110641479492","45.34110641479492","40.8420295715332","40.8420295715332","40.8420295715332","41.99418258666992","41.99418258666992","41.99418258666992","47.03479766845703","47.03479766845703","47.03479766845703","42.30661392211914","42.30661392211914","42.30661392211914"
"39","42.0621223449707","42.0621223449707","42.0621223449707","46.497642517089844","46.497642517089844","46.497642517089844","41.3342170715332","41.3342170715332","41.3342170715332","41.960609436035156","41.960609436035156","41.960609436035156","46.95063018798828","46.95063018798828","46.95063018798828","42.832183837890625","42.832183837890625","42.832183837890625","43.41393280029297","43.41393280029297","43.41393280029297","44.016326904296875","44.016326904296875","44.016326904296875","41.91971206665039","41.91971206665039","41.91971206665039"
"42","42.38007354736328","42.38007354736328","42.38007354736328","46.8332405090332","46.8332405090332","46.8332405090332","41.97224426269531","41.97224426269531","41.97224426269531","42.142974853515625","42.142974853515625","42.142974853515625","48.48963928222656","48.48963928222656","48.48963928222656","43.668983459472656","43.668983459472656","43.668983459472656","44.59156799316406","44.59156799316406","44.59156799316406","39.58114242553711","39.58114242553711","39.58114242553711","42.59912872314453","42.59912872314453","42.59912872314453"
"44","43.02313232421875","43.02313232421875","43.02313232421875","49.28424072265625","49.28424072265625","49.28424072265625","41.971920013427734","41.971920013427734","41.971920013427734","41.700714111328125","41.700714111328125","41.700714111328125","48.677547454833984","48.677547454833984","48.677547454833984","43.6571044921875","43.6571044921875","43.6571044921875","44.9517936706543","44.9517936706543","44.9517936706543","41.29024887084961","41.29024887084961","41.29024887084961","41.752437591552734","41.752437591552734","41.752437591552734"
"45","42.50244903564453","42.50244903564453","42.50244903564453","50.32686996459961","50.32686996459961","50.32686996459961","41.87610626220703","41.87610626220703","41.87610626220703","41.91230773925781","41.91230773925781","41.91230773925781","48.832183837890625","48.832183837890625","48.832183837890625","44.08005905151367","44.08005905151367","44.08005905151367","46.063961029052734","46.063961029052734","46.063961029052734","41.187835693359375","41.187835693359375","41.187835693359375","42.337059020996094","42.337059020996094","42.337059020996094"
"46","42.6506233215332","42.6506233215332","42.6506233215332","52.067054748535156","52.067054748535156","52.067054748535156","41.91877746582031","41.91877746582031","41.91877746582031","42.04900360107422","42.04900360107422","42.04900360107422","48.64698791503906","48.64698791503906","48.64698791503906","44.440635681152344","44.440635681152344","44.440635681152344","46.315364837646484","46.315364837646484","46.315364837646484","43.429630279541016","43.429630279541016","43.429630279541016","42.35976028442383","42.35976028442383","42.35976028442383"
"48","42.17241668701172","42.17241668701172","42.17241668701172","54.56596755981445","54.56596755981445","54.56596755981445","42.39852523803711","42.39852523803711","42.39852523803711","40.62356185913086","40.62356185913086","40.62356185913086","48.72441482543945","48.72441482543945","48.72441482543945","44.27534103393555","44.27534103393555","44.27534103393555","47.230140686035156","47.230140686035156","47.230140686035156","44.59352111816406","44.59352111816406","44.59352111816406","42.486995697021484","42.486995697021484","42.486995697021484"
"50","42.70950698852539","42.70950698852539","42.70950698852539","57.28990936279297","57.28990936279297","57.28990936279297","41.95924758911133","41.95924758911133","41.95924758911133","38.7213249206543","38.7213249206543","38.7213249206543","48.15691375732422","48.15691375732422","48.15691375732422","41.78626251220703","41.78626251220703","41.78626251220703","41.7289924621582","41.7289924621582","41.7289924621582","44.79159164428711","44.79159164428711","44.79159164428711","42.292694091796875","42.292694091796875","42.292694091796875"
"51","42.67836380004883","42.67836380004883","42.67836380004883","56.4841423034668","56.4841423034668","56.4841423034668","42.669151306152344","42.669151306152344","42.669151306152344","38.49892044067383","38.49892044067383","38.49892044067383","48.94346618652344","48.94346618652344","48.94346618652344","41.89826202392578","41.89826202392578","41.89826202392578","41.1120719909668","41.1120719909668","41.1120719909668","44.482540130615234","44.482540130615234","44.482540130615234","42.627384185791016","42.627384185791016","42.627384185791016"
"52","42.65072250366211","42.65072250366211","42.65072250366211","56.640228271484375","56.640228271484375","56.640228271484375","43.64923858642578","43.64923858642578","43.64923858642578","38.3087043762207","38.3087043762207","38.3087043762207","48.9869270324707","48.9869270324707","48.9869270324707","42.1951904296875","42.1951904296875","42.1951904296875","40.511253356933594","40.511253356933594","40.511253356933594","44.344139099121094","44.344139099121094","44.344139099121094","42.143348693847656","42.143348693847656","42.143348693847656"
"53","42.77977752685547","42.77977752685547","42.77977752685547","56.5927848815918","56.5927848815918","56.5927848815918","44.40351104736328","44.40351104736328","44.40351104736328","38.10248565673828","38.10248565673828","38.10248565673828","48.94425964355469","48.94425964355469","48.94425964355469","41.51372528076172","41.51372528076172","41.51372528076172","39.437286376953125","39.437286376953125","39.437286376953125","42.358970642089844","42.358970642089844","42.358970642089844","43.627960205078125","43.627960205078125","43.627960205078125"
"56","42.321929931640625","42.321929931640625","42.321929931640625","59.44969177246094","59.44969177246094","59.44969177246094","46.28490447998047","46.28490447998047","46.28490447998047","38.01857376098633","38.01857376098633","38.01857376098633","49.922218322753906","49.922218322753906","49.922218322753906","42.68734359741211","42.68734359741211","42.68734359741211","39.8264045715332","39.8264045715332","39.8264045715332","44.41409683227539","44.41409683227539","44.41409683227539","47.15937042236328","47.15937042236328","47.15937042236328"
"57","42.79043197631836","42.79043197631836","42.79043197631836","61.33154296875","61.33154296875","61.33154296875","47.42363357543945","47.42363357543945","47.42363357543945","38.50526428222656","38.50526428222656","38.50526428222656","50.376399993896484","50.376399993896484","50.376399993896484","42.67927932739258","42.67927932739258","42.67927932739258","39.56009292602539","39.56009292602539","39.56009292602539","44.937477111816406","44.937477111816406","44.937477111816406","48.41910934448242","48.41910934448242","48.41910934448242"
"58","42.98788833618164","42.98788833618164","42.98788833618164","62.45560073852539","62.45560073852539","62.45560073852539","48.16604995727539","48.16604995727539","48.16604995727539","38.85349655151367","38.85349655151367","38.85349655151367","50.27376937866211","50.27376937866211","50.27376937866211","43.98847579956055","43.98847579956055","43.98847579956055","39.640533447265625","39.640533447265625","39.640533447265625","45.38534164428711","45.38534164428711","45.38534164428711","49.95386505126953","49.95386505126953","49.95386505126953"
"59","42.69266128540039","42.69266128540039","42.69266128540039","63.6630973815918","63.6630973815918","63.6630973815918","47.96226119995117","47.96226119995117","47.96226119995117","38.49633026123047","38.49633026123047","38.49633026123047","50.78179168701172","50.78179168701172","50.78179168701172","43.68513870239258","43.68513870239258","43.68513870239258","41.0566520690918","41.0566520690918","41.0566520690918","46.38236999511719","46.38236999511719","46.38236999511719","51.07427215576172","51.07427215576172","51.07427215576172"
"62","42.613433837890625","42.613433837890625","42.613433837890625","65.41581726074219","65.41581726074219","65.41581726074219","48.32036590576172","48.32036590576172","48.32036590576172","37.43101501464844","37.43101501464844","37.43101501464844","51.59199142456055","51.59199142456055","51.59199142456055","45.061527252197266","45.061527252197266","45.061527252197266","40.64702224731445","40.64702224731445","40.64702224731445","48.51947021484375","48.51947021484375","48.51947021484375","54.03837966918945","54.03837966918945","54.03837966918945"
"63","42.40650939941406","42.40650939941406","42.40650939941406","65.27702331542969","65.27702331542969","65.27702331542969","48.76966094970703","48.76966094970703","48.76966094970703","37.26693344116211","37.26693344116211","37.26693344116211","51.67238235473633","51.67238235473633","51.67238235473633","45.59811019897461","45.59811019897461","45.59811019897461","40.888179779052734","40.888179779052734","40.888179779052734","47.69696044921875","47.69696044921875","47.69696044921875","55.66646194458008","55.66646194458008","55.66646194458008"
"66","42.78313064575195","42.78313064575195","42.78313064575195","65.42019653320312","65.42019653320312","65.42019653320312","49.373008728027344","49.373008728027344","49.373008728027344","32.01919174194336","32.01919174194336","32.01919174194336","51.698760986328125","51.698760986328125","51.698760986328125","46.34034729003906","46.34034729003906","46.34034729003906","40.802494049072266","40.802494049072266","40.802494049072266","48.81256866455078","48.81256866455078","48.81256866455078","58.6965217590332","58.6965217590332","58.6965217590332"
"68","42.468421936035156","42.468421936035156","42.468421936035156","62.46470642089844","62.46470642089844","62.46470642089844","49.346038818359375","49.346038818359375","49.346038818359375","33.6265754699707","33.6265754699707","33.6265754699707","51.514530181884766","51.514530181884766","51.514530181884766","48.825740814208984","48.825740814208984","48.825740814208984","40.464088439941406","40.464088439941406","40.464088439941406","48.22816848754883","48.22816848754883","48.22816848754883","60.667659759521484","60.667659759521484","60.667659759521484"
"70","42.57106399536133","42.57106399536133","42.57106399536133","61.60184860229492","61.60184860229492","61.60184860229492","49.64762496948242","49.64762496948242","49.64762496948242","35.52995681762695","35.52995681762695","35.52995681762695","51.71467590332031","51.71467590332031","51.71467590332031","51.27445983886719","51.27445983886719","51.27445983886719","36.55315017700195","36.55315017700195","36.55315017700195","48.22145462036133","48.22145462036133","48.22145462036133","62.515933990478516","62.515933990478516","62.515933990478516"
"71","42.77568435668945","42.77568435668945","42.77568435668945","61.24917984008789","61.24917984008789","61.24917984008789","49.765079498291016","49.765079498291016","49.765079498291016","36.01723861694336","36.01723861694336","36.01723861694336","52.26018524169922","52.26018524169922","52.26018524169922","52.498966217041016","52.498966217041016","52.498966217041016","35.91144943237305","35.91144943237305","35.91144943237305","48.17708969116211","48.17708969116211","48.17708969116211","62.02302932739258","62.02302932739258","62.02302932739258"
"72","43.128944396972656","43.128944396972656","43.128944396972656","63.49563217163086","63.49563217163086","63.49563217163086","48.882896423339844","48.882896423339844","48.882896423339844","36.71393966674805","36.71393966674805","36.71393966674805","52.40361404418945","52.40361404418945","52.40361404418945","52.40425109863281","52.40425109863281","52.40425109863281","37.113037109375","37.113037109375","37.113037109375","48.30353927612305","48.30353927612305","48.30353927612305","63.03288650512695","63.03288650512695","63.03288650512695"
